Date received,Product,Sub-product,Issue,Sub-issue,Consumer complaint narrative,Company public response,Company,State,ZIP code,Tags,Consumer consent provided?,Submitted via,Date sent to company,Company response to consumer,Timely response?,Consumer disputed?,Complaint ID,cleaned_consumer_narrative,narrative_sentiment_score
2020-05-11,Credit card or prepaid card,Store credit card,"Other features, terms, or problems",Other problem,My bank sent a loan proceeds check to pay off an account with Synchrony Bank and close an account. The account was paid in full and closed ( receiving a closed account letter ) and 35 days later Synchrony Bank said the payment was returned. They cant tell me where it was returned or why. My bank XXXX has called Synchrony several times explaining they didnt return the funds. I have been trying for 5 months to get it resolved. I have spent about 14 hours on the phone trying to resolve this and NO ONE at Synchrony can help me.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,SYNCHRONY FINANCIAL,AL,351XX,,Consent provided,Web,2020-05-11,Closed with monetary relief,True,N/A,3647142,My bank sent a loan proceeds check to pay off an account with Synchrony Bank and close an account. The account was paid in full and closed ( receiving a closed account letter ) and 35 days later Synchrony Bank said the payment was returned. They cant tell me where it was returned or why. My bank REDACTED has called Synchrony several times explaining they didnt return the funds. I have been trying for 5 months to get it resolved. I have spent about 14 hours on the phone trying to resolve this and NO ONE at Synchrony can help me.,0.3954
2020-05-12,Credit card or prepaid card,General-purpose credit card or charge card,Problem with a purchase shown on your statement,Credit card company isn't resolving a dispute about a purchase on your statement,[No Narrative],Company has responded to the consumer and the CFPB and chooses not to provide a public response,BARCLAYS BANK DELAWARE,CA,92110,,N/A,Phone,2020-05-12,Closed with explanation,True,N/A,3648952,[No Narrative],0.0
2020-05-29,Checking or savings account,Other banking product or service,Managing an account,Problem making or receiving payments,I am trying to connect my bank account with XXXX XXXX 0n XX/XX/20.,,PNC Bank N.A.,PA,19120,Servicemember,Consent provided,Web,2020-05-29,Closed with explanation,True,N/A,3674799,I am trying to connect my bank account with REDACTED REDACTED 0n REDACTED / REDACTED /20.,0.0
2020-07-23,Credit card or prepaid card,Store credit card,Problem with a purchase shown on your statement,Credit card company isn't resolving a dispute about a purchase on your statement,[No Narrative],Company has responded to the consumer and the CFPB and chooses not to provide a public response,SYNCHRONY FINANCIAL,FL,33615,,Consent not provided,Web,2020-07-23,Closed with monetary relief,True,N/A,3759771,[No Narrative],0.0
2020-07-27,Checking or savings account,Checking account,Managing an account,Problem accessing account,"I was scammed..towards the end of the activity, when I realized what was happening..I shut down my computer, put a block on my account then called the bank and explained what had just happened and told them not to release the funds..They REFUSED! ... Said I would have to wait until after it posted ... then I ask Regions to put a block on my accounts to safeguard me and the bank from any more funds leaving the bank.. 
The next day informed the bank to unlock my accounts Now..Had scanned my pc for any lingering Malware. 
After numerous calls, emails, being on hold for hours..disconnected multiple times, They said they would in fact do that, but they have not done so and have been giving me the run around daily..this does not begin to show the terrible frustration from being bounced around from dept. to dept., person to person..Informed them I had many automatic .. payments that would be coming out of my account..Throughout this entire process they were given all needed id verification from me.They assured me there would not be a problem ... but..the auto payments were not paid and I began to get notices. 
They are going to ruin my credit by not solving my simple request ..their inefficient actions are unconscionable for a XXXX  dollar company and to treat their customers so poorly.. 
This issue could have been resolved in one ten minute phone conversation..but I have yet to get access to my accounts..The pandemic is no excuse for not being able to solve a simple request timely.. 
There are many more details ... too many contacts for me to list..too many emails..too many disrupted phone calls. One hardship to overcome was the bank 's policy not to give out direct phone numbers to the correct departments. 
It has been 11 days and I am still unable to access my accounts. 
Their phone answering system extremely user unfriendly, inefficient, very slow, disconnected often.. 
Sincerely Mr.XXXX  XXXX",Company has responded to the consumer and the CFPB and chooses not to provide a public response,REGIONS FINANCIAL CORPORATION,OH,44483,Older American,Consent provided,Web,2020-07-27,Closed with explanation,True,N/A,3765616,"I was scammed..towards the end of the activity, when I realized what was happening..I shut down my computer, put a block on my account then called the bank and explained what had just happened and told them not to release the funds..They REFUSED! ... Said I would have to wait until after it posted ... then I ask Regions to put a block on my accounts to safeguard me and the bank from any more funds leaving the bank.. The next day informed the bank to unlock my accounts Now..Had scanned my pc for any lingering Malware. After numerous calls, emails, being on hold for hours..disconnected multiple times, They said they would in fact do that, but they have not done so and have been giving me the run around daily..this does not begin to show the terrible frustration from being bounced around from dept. to dept., person to person..Informed them I had many automatic .. payments that would be coming out of my account..Throughout this entire process they were given all needed id verification from me.They assured me there would not be a problem ... but..the auto payments were not paid and I began to get notices. They are going to ruin my credit by not solving my simple request ..their inefficient actions are unconscionable for a REDACTED dollar company and to treat their customers so poorly.. This issue could have been resolved in one ten minute phone conversation..but I have yet to get access to my accounts..The pandemic is no excuse for not being able to solve a simple request timely.. There are many more details ... too many contacts for me to list..too many emails..too many disrupted phone calls. One hardship to overcome was the bank 's policy not to give out direct phone numbers to the correct departments. It has been 11 days and I am still unable to access my accounts. Their phone answering system extremely user unfriendly, inefficient, very slow, disconnected often.. Sincerely Mr. REDACTED REDACTED",-0.6784
2020-08-11,Checking or savings account,Checking account,Problem with a lender or other company charging your account,Transaction was not authorized,"My debit card was charged {$1000.00} by XXXX its a pool company by someone fraudulently using my debit card in XXXX, I contacted my bank, CHASE, as soon as I became aware of the transaction, they issued a temporary credit and began their investigation, What they found was evidence that my card was used and product was delivered to my address, If thats true, I never authorized payment of any type to XXXX pool company and I never received any products from XXXX pool company ... but some how my bank has left me responsible for this, I never misplaced my card or my checkbook, and I have no way of fighting the charges, my bank closed the investigation, and I have a charge of {$1000.00} is there anything I can do?",,JPMORGAN CHASE & CO.,GA,30344,,Consent provided,Web,2020-08-11,Closed with monetary relief,True,N/A,3789200,"My debit card was charged {$1000.00} by REDACTED its a pool company by someone fraudulently using my debit card in REDACTED , I contacted my bank, CHASE, as soon as I became aware of the transaction, they issued a temporary credit and began their investigation, What they found was evidence that my card was used and product was delivered to my address, If thats true, I never authorized payment of any type to REDACTED pool company and I never received any products from REDACTED pool company ... but some how my bank has left me responsible for this, I never misplaced my card or my checkbook, and I have no way of fighting the charges, my bank closed the investigation, and I have a charge of {$1000.00} is there anything I can do?",-0.5346
2020-10-27,Credit card or prepaid card,Government benefit card,Trouble using the card,Problem with direct deposit,[No Narrative],,Conduent Incorporated,MS,39401,,N/A,Phone,2020-10-27,Closed with explanation,True,N/A,3924840,[No Narrative],0.0
2021-01-07,Credit card or prepaid card,Government benefit card,Problem getting a card or closing an account,Trouble getting a working replacement card,[No Narrative],Company has responded to the consumer and the CFPB and chooses not to provide a public response,Netspend Corporation,,,,N/A,Phone,2021-01-07,Closed with explanation,True,N/A,4053302,[No Narrative],0.0
2021-03-19,Checking or savings account,Checking account,Closing an account,Company closed your account,[No Narrative],Company has responded to the consumer and the CFPB and chooses not to provide a public response,"CITIBANK, N.A.",,,,N/A,Referral,2021-03-22,Closed with explanation,True,N/A,4235937,[No Narrative],0.0
2021-04-30,Checking or savings account,Checking account,Managing an account,Deposits and withdrawals,"I was approved by the SBA and a lender funded my PPP loan on XX/XX/2021. I submitted all my information to achieve approval. I am an XXXX XXXX and needed these funds to pay for my craft, as Im grossly in the red. I went to pull off my funds today XX/XX/2021 ( tomorrow is the first all bills are due XXXX, after being able to use my account all week, uninterrupted, even having a rep increase my limit, now to be told that my account is frozen, with not only funds from the SBA but funds that were directly deposited from other sources. They need documentation of the funds received, when asked what do I need to send in, I was told everything that I can. When I call the Capital One phone number I am being told I have to leave a voicemail. I have been banking with Capital One for over 2 years now and have 3 credit cards. I have never been treated like Im a criminal. I feel like I was flagged because the lady at the counter saw a young XXXX XXXX female and assumed fraud. This is the second time that I have visited this bank branch to withdraw a large amount, the first time I had no issue. 

At this point I want my money to be released to me so I can close my account.",,CAPITAL ONE FINANCIAL CORPORATION,MD,206XX,,Consent provided,Web,2021-04-30,Closed with explanation,True,N/A,4341436,"I was approved by the SBA and a lender funded my PPP loan on REDACTED / REDACTED /2021. I submitted all my information to achieve approval. I am an REDACTED REDACTED and needed these funds to pay for my craft, as Im grossly in the red. I went to pull off my funds today REDACTED / REDACTED /2021 ( tomorrow is the first all bills are due REDACTED , after being able to use my account all week, uninterrupted, even having a rep increase my limit, now to be told that my account is frozen, with not only funds from the SBA but funds that were directly deposited from other sources. They need documentation of the funds received, when asked what do I need to send in, I was told everything that I can. When I call the Capital One phone number I am being told I have to leave a voicemail. I have been banking with Capital One for over 2 years now and have 3 credit cards. I have never been treated like Im a criminal. I feel like I was flagged because the lady at the counter saw a young REDACTED REDACTED female and assumed fraud. This is the second time that I have visited this bank branch to withdraw a large amount, the first time I had no issue. At this point I want my money to be released to me so I can close my account.",-0.7064
2021-05-23,Checking or savings account,Checking account,Managing an account,Problem accessing account,"In XX/XX/2019, I deposited {$10.00} and {$100.00} into PNC interest account XXXX. The funds remain on file with PNC. 

PNC is an institution that mails periodic statements to consumers. I did not receive a periodic statement containing the required information in Section 230.6 ( a ) of Regulation DD. 

In addition, in violation of Regulation DD, Section 230.7, PNC has not credited me with the interest promised in the account agreement.",,PNC Bank N.A.,PA,150XX,,Consent provided,Web,2021-05-23,Closed with explanation,True,N/A,4398631,"In REDACTED / REDACTED /2019, I deposited {$10.00} and {$100.00} into PNC interest account REDACTED . The funds remain on file with PNC. PNC is an institution that mails periodic statements to consumers. I did not receive a periodic statement containing the required information in Section 230.6 ( a ) of Regulation DD. In addition, in violation of Regulation DD, Section 230.7, PNC has not credited me with the interest promised in the account agreement.",0.7499
2021-10-04,Credit card or prepaid card,Government benefit card,Problem with a purchase or transfer,Card company isn't resolving a dispute about a purchase or transfer,[No Narrative],,Comerica,TN,37814,,N/A,Referral,2021-10-05,Closed with monetary relief,True,N/A,4781191,[No Narrative],0.0
2021-10-18,Credit card or prepaid card,General-purpose credit card or charge card,Problem with a purchase shown on your statement,Credit card company isn't resolving a dispute about a purchase on your statement,"I recently reached out to Apple/Goldman Sachs via chat. I reached out regarding a billing error as well as my open ended credit. To further I expressed to them my consumer rights.

I have an open end consumer credit plan with Apple/ Goldman Sachs bank . It is expressed that I have an outstanding balance. I am asserting my consumer rights and demanding that Apple/Goldman Sachs balance out the balance each month, credit and/or make adjustments to the account, and send me the balance in check every month. In Title 15 U.S. Code 1602- Definitions and Rules of Construction ) The terms open end credit plan and open end consumer credit plan mean a plan under which the creditor reasonably contemplates repeated transactions, which prescribes the terms of such transactions, and which provides for a finance charge which may be computed from time to time on the outstanding unpaid balance. A credit plan or open end consumer credit plan which is an open end credit plan or open end consumer credit plan within the meaning of the preceding sentence is an open end credit plan or open end consumer credit plan even if credit information is verified from time to time. Per Title 15 U.S Code 1666d. Treatment of credit balances -Whenever a credit balance in excess of {$1.00} is created in connection with a consumer credit transaction through ( 1 ) transmittal of funds to a creditor in excess of the total balance due on an account, ( 2 ) rebates of unearned finance charges or insurance premiums, or ( 3 ) amounts otherwise owed to or held for the benefit of an obligor, the creditor shall ( A ) credit the amount of the credit balance to the consumers account ; ( B ) refund any part of the amount of the remaining credit balance, upon request of the consumer ; and ( C ) make a good faith effort to refund to the consumer by cash, check, or money order any part of the amount of the credit balance remaining in the account for more than six months, except that no further action is required in any case in which the consumers current location is not known by the creditor and can not be traced through the consumers last known address or telephone number.",,GOLDMAN SACHS BANK USA,DC,20001,,Consent provided,Web,2021-10-18,Closed with explanation,True,N/A,4820641,"I recently reached out to Apple/Goldman Sachs via chat. I reached out regarding a billing error as well as my open ended credit. To further I expressed to them my consumer rights. I have an open end consumer credit plan with Apple/ Goldman Sachs bank . It is expressed that I have an outstanding balance. I am asserting my consumer rights and demanding that Apple/Goldman Sachs balance out the balance each month, credit and/or make adjustments to the account, and send me the balance in check every month. In Title 15 U.S. Code 1602- Definitions and Rules of Construction ) The terms open end credit plan and open end consumer credit plan mean a plan under which the creditor reasonably contemplates repeated transactions, which prescribes the terms of such transactions, and which provides for a finance charge which may be computed from time to time on the outstanding unpaid balance. A credit plan or open end consumer credit plan which is an open end credit plan or open end consumer credit plan within the meaning of the preceding sentence is an open end credit plan or open end consumer credit plan even if credit information is verified from time to time. Per Title 15 U.S Code 1666d. Treatment of credit balances -Whenever a credit balance in excess of {$1.00} is created in connection with a consumer credit transaction through ( 1 ) transmittal of funds to a creditor in excess of the total balance due on an account, ( 2 ) rebates of unearned finance charges or insurance premiums, or ( 3 ) amounts otherwise owed to or held for the benefit of an obligor, the creditor shall ( A ) credit the amount of the credit balance to the consumers account ; ( B ) refund any part of the amount of the remaining credit balance, upon request of the consumer ; and ( C ) make a good faith effort to refund to the consumer by cash, check, or money order any part of the amount of the credit balance remaining in the account for more than six months, except that no further action is required in any case in which the consumers current location is not known by the creditor and can not be traced through the consumers last known address or telephone number.",0.9954
2021-11-18,Checking or savings account,Checking account,Managing an account,Funds not handled or disbursed as instructed,"USAA bank has taken over {$300.00} from me in the past year by refusing to permanently issue credits to my account after disputing certain transactions. 

-XXXX XXXX my car was fraudulently towed and I had to pay {$290.00}. I explained that to USAA, but Im assuming since I couldnt prove it by XXXX they took the credit back. Not even 3 months later the business closed due to too many fraudulent tows and Im still being refused my {$300.00}. 
XXXX XXXX I ordered a {$45.00} duffel bag to take with me to give birth, but it didnt arrive on time so I bought one in person and returned the one that was mailed. During that time I got a new debit card so the funds never went back onto my card. In less than the 90 days they say it takes to investigate they closed my case and took my money, because I didnt send proof of the return when I know I did send them the email confirmation from where I ordered the item. In this case it shouldnt have been a dispute to begin with because I no longer have the item and proved it! Plus the refund was processed from the retailer so if the funds werent found at USAA they shouldve been PERMANENTLY issued but were reversed as well. 
XXXX XXXX I ordered from XXXX XXXX XXXX and spent about {$92.00}. My order was delivered an hour late, the food was disgusting and even after experiencing every part of that horrible service and then some, the manager was even more rude and refused to refund me, even just partially for the horrible delivery. Id never eat there again yet was being forced into according a gift card just so he could get off of the phone. It was enough to have asked for a refund if it had been an in person transaction, but I believe I was treated that way because I was at home. I disputed this after the manager refused to help otherwise and once again before the 90 day investigation mark the funds were reversed from my account. 

There are a couple of other charges where I was told nothing could be done just because I was unhappy with the outcome, but isnt that the point of us being the consumer spending money? Im sure Im not the only one to expect a refund when I dont receive what Ive paid for.

USAA did continue to refuse refunding any funds and told me they couldnt tell me any resources to help get my funds back. Im a XXXX veteran with a XXXX XXXX XXXX I dont have money to just throw away. Ive never had these issues at any other bank Ive had, they always do their due diligence and unfortunately in this case I was failed and let down. 
PS. After speaking to an agent recently I discovered that even though I have online alerts turned on I wasnt getting any emails from USAA notifying me to submit any proof/ paperwork. I didnt know about submitting anything extra till I called them to ask why the credits were reversed and I dont think I should be held liable for that since the site has numerous glitches Ive even seen myself.",Company believes it acted appropriately as authorized by contract or law,UNITED SERVICES AUTOMOBILE ASSOCIATION,TX,75067,Servicemember,Consent provided,Web,2021-11-18,Closed with explanation,True,N/A,4927871,"USAA bank has taken over {$300.00} from me in the past year by refusing to permanently issue credits to my account after disputing certain transactions. - REDACTED REDACTED my car was fraudulently towed and I had to pay {$290.00}. I explained that to USAA, but Im assuming since I couldnt prove it by REDACTED they took the credit back. Not even 3 months later the business closed due to too many fraudulent tows and Im still being refused my {$300.00}. REDACTED REDACTED I ordered a {$45.00} duffel bag to take with me to give birth, but it didnt arrive on time so I bought one in person and returned the one that was mailed. During that time I got a new debit card so the funds never went back onto my card. In less than the 90 days they say it takes to investigate they closed my case and took my money, because I didnt send proof of the return when I know I did send them the email confirmation from where I ordered the item. In this case it shouldnt have been a dispute to begin with because I no longer have the item and proved it! Plus the refund was processed from the retailer so if the funds werent found at USAA they shouldve been PERMANENTLY issued but were reversed as well. REDACTED REDACTED I ordered from REDACTED REDACTED REDACTED and spent about {$92.00}. My order was delivered an hour late, the food was disgusting and even after experiencing every part of that horrible service and then some, the manager was even more rude and refused to refund me, even just partially for the horrible delivery. Id never eat there again yet was being forced into according a gift card just so he could get off of the phone. It was enough to have asked for a refund if it had been an in person transaction, but I believe I was treated that way because I was at home. I disputed this after the manager refused to help otherwise and once again before the 90 day investigation mark the funds were reversed from my account. There are a couple of other charges where I was told nothing could be done just because I was unhappy with the outcome, but isnt that the point of us being the consumer spending money? Im sure Im not the only one to expect a refund when I dont receive what Ive paid for. USAA did continue to refuse refunding any funds and told me they couldnt tell me any resources to help get my funds back. Im a REDACTED veteran with a REDACTED REDACTED REDACTED I dont have money to just throw away. Ive never had these issues at any other bank Ive had, they always do their due diligence and unfortunately in this case I was failed and let down. PS. After speaking to an agent recently I discovered that even though I have online alerts turned on I wasnt getting any emails from USAA notifying me to submit any proof/ paperwork. I didnt know about submitting anything extra till I called them to ask why the credits were reversed and I dont think I should be held liable for that since the site has numerous glitches Ive even seen myself.",-0.9915
2021-12-02,Mortgage,FHA mortgage,Struggling to pay mortgage,,[No Narrative],Company has responded to the consumer and the CFPB and chooses not to provide a public response,"LAKEVIEW LOAN SERVICING, LLC",TX,75104,,Other,Web,2021-12-02,Closed with explanation,True,N/A,4969819,[No Narrative],0.0
2022-03-17,Credit card or prepaid card,General-purpose credit card or charge card,Problem with a purchase shown on your statement,Credit card company isn't resolving a dispute about a purchase on your statement,"On XXXX I made a purchase through XXXX for an item offered by XXXX XXXX The item arrived damaged. I discovered the item after it was delivered, noted and documented the damage. I contacted XXXX requesting a return shipping label. XXXX responded, saying they do not solve third party transactions, but forwarded my complaint to the seller. However, I received email confirmation of the delivery from XXXX. At the bottom of that email, is a discloser that says XXXX handles all disputes with orders through XXXX or XXXX XXXX transactions. XXXX said via email, that the seller would contact me. In the meantime, I contacted XXXX requesting a return shipping label for the damaged item. XXXX responded after a few days with tracking number XXXX, and a XXXX XXXX arrived and took the damaged original package containing the item. I received no further communication from XXXX, and no contact ever, from the seller, XXXX XXXX. In their response to Discover, XXXX alleges that I failed to contact XXXX. Their email correspondence with me, clearly makes that statement false. I disputed the transaction through Discover, who posted a temporary credit. I uploaded evidence of the item being return to the seller, with tracking number XXXX. The seller signed a receipt for the returned item on XXXX. Some XXXX months later, Discover notified me they had received information from the seller, who contested my dispute. Discover determined the charge to be valid, based upon the response from the seller and from XXXX. Disregarding that the item was received damaged and was returned. I have again disputed this transaction, complaining of the seller 's and XXXX 's false information in their response to Discover, and their fraudulent actions. Considering the item was damaged, the seller could collect for the damaged item, with a claim through XXXX. Instead the seller is attempting to fraudulently maintain a charge for a returned item.",,DISCOVER BANK,UT,84404,,Consent provided,Web,2022-04-07,Closed with explanation,True,N/A,5332435,"On REDACTED I made a purchase through REDACTED for an item offered by REDACTED REDACTED The item arrived damaged. I discovered the item after it was delivered, noted and documented the damage. I contacted REDACTED requesting a return shipping label. REDACTED responded, saying they do not solve third party transactions, but forwarded my complaint to the seller. However, I received email confirmation of the delivery from REDACTED . At the bottom of that email, is a discloser that says REDACTED handles all disputes with orders through REDACTED or REDACTED REDACTED transactions. REDACTED said via email, that the seller would contact me. In the meantime, I contacted REDACTED requesting a return shipping label for the damaged item. REDACTED responded after a few days with tracking number REDACTED , and a REDACTED REDACTED arrived and took the damaged original package containing the item. I received no further communication from REDACTED , and no contact ever, from the seller, REDACTED REDACTED . In their response to Discover, REDACTED alleges that I failed to contact REDACTED . Their email correspondence with me, clearly makes that statement false. I disputed the transaction through Discover, who posted a temporary credit. I uploaded evidence of the item being return to the seller, with tracking number REDACTED . The seller signed a receipt for the returned item on REDACTED . Some REDACTED months later, Discover notified me they had received information from the seller, who contested my dispute. Discover determined the charge to be valid, based upon the response from the seller and from REDACTED . Disregarding that the item was received damaged and was returned. I have again disputed this transaction, complaining of the seller 's and REDACTED 's false information in their response to Discover, and their fraudulent actions. Considering the item was damaged, the seller could collect for the damaged item, with a claim through REDACTED . Instead the seller is attempting to fraudulently maintain a charge for a returned item.",-0.9914
2022-03-28,Mortgage,Other type of mortgage,Closing on a mortgage,,"In XX/XX/2021 we successfully completed our mortgage modification trial period proposed by Wells Fargo. Prior to making our final payment during the terms of the trial period we contacted Wells Fargo daily and were unable to connect with our representative by phone or email. We waited on hold for hours, were disconnected when being transferred, and when we spoke to other representatives we were told that our modification was still being processed. 

In the following nearly XXXX months since the completion of the mortgage modification trial period we have continued to make payments faithfully. We have also continued to try to get in touch with Wells Fargo only to find ourselves back in hold, having our point person changes several times, being transferred to representatives that sincerely seemed as puzzled as we are about why the modification has not been completed. 

At this point we reached out to an advocate to help us resolve the modification and move on to a more sustainable management of our mortgage with Wells Fargo going forward. Wed like the modification to be completed. 

In addition to this delay, our payments are not being fully applied as less than the prior amount, & therefore accruing additional interest inappropriately and continuing to cause damage to our credit. 

Sincerely, XXXX XXXX & XXXX XXXX",Company has responded to the consumer and the CFPB and chooses not to provide a public response,WELLS FARGO & COMPANY,ME,045XX,,Consent provided,Web,2022-03-28,Closed with explanation,True,N/A,5376471,"In REDACTED / REDACTED /2021 we successfully completed our mortgage modification trial period proposed by Wells Fargo. Prior to making our final payment during the terms of the trial period we contacted Wells Fargo daily and were unable to connect with our representative by phone or email. We waited on hold for hours, were disconnected when being transferred, and when we spoke to other representatives we were told that our modification was still being processed. In the following nearly REDACTED months since the completion of the mortgage modification trial period we have continued to make payments faithfully. We have also continued to try to get in touch with Wells Fargo only to find ourselves back in hold, having our point person changes several times, being transferred to representatives that sincerely seemed as puzzled as we are about why the modification has not been completed. At this point we reached out to an advocate to help us resolve the modification and move on to a more sustainable management of our mortgage with Wells Fargo going forward. Wed like the modification to be completed. In addition to this delay, our payments are not being fully applied as less than the prior amount, & therefore accruing additional interest inappropriately and continuing to cause damage to our credit. Sincerely, REDACTED REDACTED & REDACTED REDACTED",0.9735
2022-05-03,Checking or savings account,Checking account,Problem with a lender or other company charging your account,Transaction was not authorized,"My Citibank ATM card was skimmed, and there were 3 unauthorized withdrawal on XX/XX/2022 for the amount of {$460.00}, {$1500.00}, and {$2000.00}. I saw the transaction and informed Citibank on XX/XX/2022. I explained that I was not around the city where the transactions were occurred. I am able to provide hotel bill. Citibank denied my request for reimbursement of the authorized amount. They did not provide any document to support their decision. I appealed one time and received the same decision.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,"CITIBANK, N.A.",CA,951XX,,Consent provided,Web,2022-05-03,Closed with monetary relief,True,N/A,5534484,"My Citibank ATM card was skimmed, and there were 3 unauthorized withdrawal on REDACTED / REDACTED /2022 for the amount of {$460.00}, {$1500.00}, and {$2000.00}. I saw the transaction and informed Citibank on REDACTED / REDACTED /2022. I explained that I was not around the city where the transactions were occurred. I am able to provide hotel bill. Citibank denied my request for reimbursement of the authorized amount. They did not provide any document to support their decision. I appealed one time and received the same decision.",-0.0258
2022-06-29,Mortgage,VA mortgage,Struggling to pay mortgage,,"Received a call from Rocket Mortgage representative on XX/XX/XXXX asking if I would like to apply my partial payment of XXXX towards my XXXX bill. I asked him what my bill was and he stated XXXX. At this time, I was happy with the process that had taken place with XXXX and Rocket Mortgage working together helping people in need due to Covid-19. However, this is where my complaint begins. I called XXXX and asked them how much they sent to Rocket Mortgage. They stated to me {$5900.00}. I had to call them because there was no break down toward how much was being paid out. One part of my Complaint is I would like to see the breakdown of what Rocket Morgage asked to be paid from XXXX. Reason for this is while looking over my XXXX statement on page XXXX I had seen between XX/XX/2022 to XX/XX/2022 I had occurred Foreclosure expenses of Title search ( {$220.00} ) and Appraisal Cost ( {$620.00} ). Which Should not even be in there because XXXX sent them paperwork XX/XX/2022, stating I was working with them, and I was approved for their services. However, Rocket Mortgage started the foreclosure process any ways. I talked to a representative who confirmed they did in fact received XXXX paper. I did a complaint with CFPB number XXXX. Rocket Mortgage did respond back and stopped the Foreclosure. But here is where complaint number XXXX begins. XX/XX/2022, Rocket Mortgage sent all my delinquent amount to XXXX. The XXXX guy set up an appointment to come to my house on XX/XX/XXXX, so not sure why the cost why sent out after. Even with this being all said with my application coming to you approved before Rocket Mortgage stated the Foreclosure there should not be any fees I have to pay, due to Rocket Mortgage should have never started the process. Which they did stop. when I received my XXXX Statement and did the math of what XXXX stated they paid ( {$5900.00} ) to what the automated message stated I have paid to date, ( {$5700.00} ) there was {$220.00} missing, which to me looked like the Title Search amount. But why am I still being charged the full {$850.00} for the Foreclosure fees. I read in the XXXX billing statement page XXXX "" If you do not pay this amount, you may incur additional costs and face foreclosure. '' How can you bill me foreclosure fees with that as a statement in your billing statement?",,"Rocket Mortgage, LLC",MI,496XX,Servicemember,Consent provided,Web,2022-06-29,Closed with explanation,True,N/A,5722354,"Received a call from Rocket Mortgage representative on REDACTED_DATE asking if I would like to apply my partial payment of REDACTED towards my REDACTED bill. I asked him what my bill was and he stated REDACTED . At this time, I was happy with the process that had taken place with REDACTED and Rocket Mortgage working together helping people in need due to Covid-19. However, this is where my complaint begins. I called REDACTED and asked them how much they sent to Rocket Mortgage. They stated to me {$5900.00}. I had to call them because there was no break down toward how much was being paid out. One part of my Complaint is I would like to see the breakdown of what Rocket Morgage asked to be paid from REDACTED . Reason for this is while looking over my REDACTED statement on page REDACTED I had seen between REDACTED / REDACTED /2022 to REDACTED / REDACTED /2022 I had occurred Foreclosure expenses of Title search ( {$220.00} ) and Appraisal Cost ( {$620.00} ). Which Should not even be in there because REDACTED sent them paperwork REDACTED / REDACTED /2022, stating I was working with them, and I was approved for their services. However, Rocket Mortgage started the foreclosure process any ways. I talked to a representative who confirmed they did in fact received REDACTED paper. I did a complaint with CFPB number REDACTED . Rocket Mortgage did respond back and stopped the Foreclosure. But here is where complaint number REDACTED begins. REDACTED / REDACTED /2022, Rocket Mortgage sent all my delinquent amount to REDACTED . The REDACTED guy set up an appointment to come to my house on REDACTED_DATE , so not sure why the cost why sent out after. Even with this being all said with my application coming to you approved before Rocket Mortgage stated the Foreclosure there should not be any fees I have to pay, due to Rocket Mortgage should have never started the process. Which they did stop. when I received my REDACTED Statement and did the math of what REDACTED stated they paid ( {$5900.00} ) to what the automated message stated I have paid to date, ( {$5700.00} ) there was {$220.00} missing, which to me looked like the Title Search amount. But why am I still being charged the full {$850.00} for the Foreclosure fees. I read in the REDACTED billing statement page REDACTED "" If you do not pay this amount, you may incur additional costs and face foreclosure. '' How can you bill me foreclosure fees with that as a statement in your billing statement?",-0.8083
