Date received,Product,Sub-product,Issue,Sub-issue,Consumer complaint narrative,Company public response,Company,State,ZIP code,Tags,Consumer consent provided?,Submitted via,Date sent to company,Company response to consumer,Timely response?,Consumer disputed?,Complaint ID,cleaned_consumer_narrative,narrative_sentiment_score
2025-11-03,Credit card,General-purpose credit card or charge card,Closing your account,Company closed your account,"I am writing to formally raise a complaint regarding the handling of my Citi XXXX XXXX credit card account. I am extremely frustrated with the way my account was processed and ultimately closed, and I am requesting a full investigation and prompt resolution. 

After my credit card application was approved, I was asked to submit IRS Form 4506 for income verification. I submitted this form on time and made several follow-up calls to ensure it had been received and was being processed. During these calls, your representatives repeatedly assured me that the form was complete, accurate, and being reviewed. I had noticed that one section was filled incorrectly, but I was led to believe by your staff that this would not prevent the verification from proceeding.

Despite my compliance and multiple confirmations from your team, my account was closed shortly after the form was processed. I was never given the opportunity to correct the minor error I had noticed, nor was I provided with a clear explanation for why the account was closed. This left me questioning whether my information was actually verified before the closure or whether there was an internal error that was used as a pretext for account closure. The lack of transparency and communication in this process has caused me significant stress and confusion. 

I also want to raise that this experience raises concerns about potential discriminatory treatment. As an XXXX immigrant, the handling of my account made me feel dismissed and treated differently, which is particularly troubling in light of broader reports of discrimination in financial services. The lack of clarity and unwillingness to allow me to correct a minor mistake contributes to a perception of unfair treatment and bias. 
Furthermore, this situation reflects poorly on Citis business practices. Even as a large and reputable bank, the abrupt closure of an account without explanation or opportunity to correct a simple error constitutes unfair business practice. The closure has already had a negative impact on my credit report, showing an annual fee balance that should not exist, which is both damaging and unjust. 

I am requesting the following actions : A thorough investigation into why my account was closed. 

A clear and detailed explanation of the closure decision.

Immediate corrective action, including either reopening my account if my information was verified or allowing me to reprocess the form if errors occurred on Citis side.

Removal of any negative impact on my credit report resulting from this account closure. 

This experience has caused me significant frustration and financial harm. I expect Citi to address this matter promptly, fairly, and transparently, taking responsibility for errors and ensuring that customers are treated with fairness and respect, regardless of background.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,"CITIBANK, N.A.",CA,90029,,Consent provided,Web,2025-11-03,Closed with monetary relief,True,N/A,16984984,"I am writing to formally raise a complaint regarding the handling of my Citi REDACTED REDACTED credit card account. I am extremely frustrated with the way my account was processed and ultimately closed, and I am requesting a full investigation and prompt resolution. After my credit card application was approved, I was asked to submit IRS Form 4506 for income verification. I submitted this form on time and made several follow-up calls to ensure it had been received and was being processed. During these calls, your representatives repeatedly assured me that the form was complete, accurate, and being reviewed. I had noticed that one section was filled incorrectly, but I was led to believe by your staff that this would not prevent the verification from proceeding. Despite my compliance and multiple confirmations from your team, my account was closed shortly after the form was processed. I was never given the opportunity to correct the minor error I had noticed, nor was I provided with a clear explanation for why the account was closed. This left me questioning whether my information was actually verified before the closure or whether there was an internal error that was used as a pretext for account closure. The lack of transparency and communication in this process has caused me significant stress and confusion. I also want to raise that this experience raises concerns about potential discriminatory treatment. As an REDACTED immigrant, the handling of my account made me feel dismissed and treated differently, which is particularly troubling in light of broader reports of discrimination in financial services. The lack of clarity and unwillingness to allow me to correct a minor mistake contributes to a perception of unfair treatment and bias. Furthermore, this situation reflects poorly on Citis business practices. Even as a large and reputable bank, the abrupt closure of an account without explanation or opportunity to correct a simple error constitutes unfair business practice. The closure has already had a negative impact on my credit report, showing an annual fee balance that should not exist, which is both damaging and unjust. I am requesting the following actions : A thorough investigation into why my account was closed. A clear and detailed explanation of the closure decision. Immediate corrective action, including either reopening my account if my information was verified or allowing me to reprocess the form if errors occurred on Citis side. Removal of any negative impact on my credit report resulting from this account closure. This experience has caused me significant frustration and financial harm. I expect Citi to address this matter promptly, fairly, and transparently, taking responsibility for errors and ensuring that customers are treated with fairness and respect, regardless of background.",-0.9951
2025-11-21,Checking or savings account,Checking account,Opening an account,Unable to open an account,"Beginning in XXXX through XXXX, several bank accounts and inquiries were created or attempted without my authorization. Activity occurred across multiple financial institutions, including new account openings, account closures, negative balances, and account restrictions that I did not initiate or consent to. 

During this period, I experienced coercion, loss of control over my personal information, and unauthorized use of my identity, which resulted in several accounts reflecting adverse statuses such as Post No Debits, Closed, and negative balance postings. For example, an account repeatedly showed a negative balance of ( {$470.00} ) for an extended period without any activity made by me. 

In addition, from XXXX to XXXX, multiple inquiries were made across different banks on dates such as XX/XX/XXXX, XX/XX/XXXX, XX/XX/XXXX, XX/XX/XXXX, and XX/XX/XXXX, none of which were authorized by me. These inquiries were connected to attempts to open accounts or verify identity without my involvement. 

I did not open or manage these accounts, did not authorize these transactions, and did not approve any of the inquiries. The activity occurred during a time when my identity and personal information were misused, leading to inaccurate and harmful reporting. 

As a result, negative account statuses, unauthorized inquiries, and adverse balances appear on my file, all stemming from identity misuse and circumstances outside my control.",,"Early Warning Services, LLC",FL,34986,,Consent provided,Web,2025-11-21,Closed with explanation,True,N/A,17415831,"Beginning in REDACTED through REDACTED , several bank accounts and inquiries were created or attempted without my authorization. Activity occurred across multiple financial institutions, including new account openings, account closures, negative balances, and account restrictions that I did not initiate or consent to. During this period, I experienced coercion, loss of control over my personal information, and unauthorized use of my identity, which resulted in several accounts reflecting adverse statuses such as Post No Debits, Closed, and negative balance postings. For example, an account repeatedly showed a negative balance of ( {$470.00} ) for an extended period without any activity made by me. In addition, from REDACTED to REDACTED , multiple inquiries were made across different banks on dates such as REDACTED_DATE , REDACTED_DATE , REDACTED_DATE , REDACTED_DATE , and REDACTED_DATE , none of which were authorized by me. These inquiries were connected to attempts to open accounts or verify identity without my involvement. I did not open or manage these accounts, did not authorize these transactions, and did not approve any of the inquiries. The activity occurred during a time when my identity and personal information were misused, leading to inaccurate and harmful reporting. As a result, negative account statuses, unauthorized inquiries, and adverse balances appear on my file, all stemming from identity misuse and circumstances outside my control.",-0.9718
2026-01-03,Checking or savings account,Savings account,Managing an account,Funds not handled or disbursed as instructed,[No Narrative],,TD BANK US HOLDING COMPANY,NY,10950,,Consent not provided,Web,2026-01-03,Closed with explanation,True,N/A,18443260,[No Narrative],0.0
2026-01-05,Checking or savings account,Checking account,Managing an account,Deposits and withdrawals,[No Narrative],Company has responded to the consumer and the CFPB and chooses not to provide a public response,TRUIST FINANCIAL CORPORATION,GA,30224,Servicemember,,Web,2026-01-05,Closed with non-monetary relief,True,N/A,18472038,[No Narrative],0.0
2026-01-23,Credit card,General-purpose credit card or charge card,"Advertising and marketing, including promotional offers",Didn't receive advertised or promotional terms,[No Narrative],,DISCOVER BANK,OH,45248,,Consent not provided,Web,2026-01-23,Closed with explanation,True,N/A,18971161,[No Narrative],0.0
2026-02-04,Credit card,General-purpose credit card or charge card,Getting a credit card,Card opened without my consent or knowledge,"A credit card account was opened in my name without my knowledge or autorization. 
i never apply for this account. i contacted Capital One multiple times to report this fraudolent account and requested details, closure, and removal from my credit report. 
despite my efforts, the issue has not been resolved. 
the account shows as closed in XX/XX/XXXX, but it is still being reported with a balance in XXXX, which is inaccurate and harmful. 
This has negatively affected my credit score and caused financial and emotional distress. 
I am requesting an immediate ivestigation, permanent closure of the fraudolent account, and full correction of my credit report.",,CAPITAL ONE FINANCIAL CORPORATION,FL,XXXXX,,Consent provided,Web,2026-02-04,Closed with explanation,True,N/A,19240869,"A credit card account was opened in my name without my knowledge or autorization. i never apply for this account. i contacted Capital One multiple times to report this fraudolent account and requested details, closure, and removal from my credit report. despite my efforts, the issue has not been resolved. the account shows as closed in REDACTED_DATE , but it is still being reported with a balance in REDACTED , which is inaccurate and harmful. This has negatively affected my credit score and caused financial and emotional distress. I am requesting an immediate ivestigation, permanent closure of the fraudolent account, and full correction of my credit report.",0.5486
2026-02-11,Credit card,General-purpose credit card or charge card,Getting a credit card,Application denied,[No Narrative],Company has responded to the consumer and the CFPB and chooses not to provide a public response,WELLS FARGO & COMPANY,NY,11542,,N/A,Postal mail,2026-02-11,Closed with explanation,True,N/A,19432810,[No Narrative],0.0
2026-02-18,Credit card,Store credit card,Problem when making payments,Problem during payment process,"XXXX Dispute Department Comenity Capital Bank Date : XXXX  Re : Unfair Assessment of Fees & Interest XXXXXXXX XXXXXXXX, and Ongoing Charges on a Closed, PaidInFull Account Dear Dispute Team, I am writing to formally contest a series of improper fees and interest charges that have been levied on my XXXX XXXX XXXX ( account XXXX  ) despite my having satisfied the balance in full on XXXX. The conduct described below breaches the XXXX XXXX Agreementspecifically the clause that fees are posted to the account on the date they are assessed and are reflected in the current balance as of that posting dateand therefore violates the Fair Credit Billing Act and related consumerprotection statutes. 

Chronology of Events ( supported by attached statements and correspondence ) : DateAction / TransactionAmountComment XXXXXXXX  posted ( per statement ) $ XXXX should have been reflected in the balance that day. 
XXXX payment ( funds borrowed from my mother ) $ XXXX  portal showed a {$0.00} balance after this payment ; the XX/XX/XXXX fee was not included -- -which was NOT obvious to me or my mother, and we discovered this in XXXX when we call Comenity to find out why I was still being charged interest fees, and late fees. 
XXXX of latefee ( refund ) $ XXXX the original fee was erroneously omitted from the balance, but they would not credit XXXX despite all evidence that I paid the full amount in good faith on XXXX. 

We paid again online-see transaction log XX/XX/XXXXXXXX  while speaking with the rep to MAKE SURE IT WAS posted on no more fees would be placed on the account. 

XXXX closed ( securemessage ) Confirmation that the account was terminated at my request. XXXX XXXX XXXX interest and fee assessments on a closed, XXXXbalance account $ XXXX + $ XXXX Charges generated on a balance that no longer existed. 
XXXX total fees incurred {$190.00} Includes the XXXX fee and subsequent interestoninterest charges that should never have arisen. 
XXXX total interest incurred $ XXXX rationale as above. 

Why These Charges Are Unlawful Failure to Reflect Posted Fees in the Current Balance The agreement requires any fee posted on a given date to be included in the balance shown to the cardholder at that moment. The XXXX  latefee was omitted from the balance displayed on XX/XX/XXXX, leading me to believe the account was truly paid in full. 

Charging Interest on a Nonexistent Balance Once the balance was ( supposedly ) XXXX, no further finance charges may accrue. Yet statements for XXXX and XXXX  show interest calculated on the very fee that should have been credited, effectively charging interest on interest. This contravenes the XXXX provisions of the agreement and the statutory prohibition against finance charges on a XXXXbalance account. 

Continuing to Assess Fees After Account Closure The account was officially closed on XX/XX/XXXX. Any postclosure assessment is impermissible unless a residual balance remains, which, by definition, did not. 

Violation of the Fair Credit Billing Act ( FCBA ) Under the FCBA, a creditor must promptly correct billing errors once notified. Despite my timely payment and the subsequent credit of the latefee, Comenity has persisted in generating additional charges, thereby breaching its statutory obligations.",,"Bread Financial Holdings, Inc.",OR,97062,,Consent provided,Web,2026-03-02,Closed with monetary relief,True,N/A,19603025,"REDACTED Dispute Department Comenity Capital Bank Date : REDACTED Re : Unfair Assessment of Fees & Interest REDACTED REDACTED , and Ongoing Charges on a Closed, PaidInFull Account Dear Dispute Team, I am writing to formally contest a series of improper fees and interest charges that have been levied on my REDACTED REDACTED REDACTED ( account REDACTED ) despite my having satisfied the balance in full on REDACTED . The conduct described below breaches the REDACTED REDACTED Agreementspecifically the clause that fees are posted to the account on the date they are assessed and are reflected in the current balance as of that posting dateand therefore violates the Fair Credit Billing Act and related consumerprotection statutes. Chronology of Events ( supported by attached statements and correspondence ) : DateAction / TransactionAmountComment REDACTED posted ( per statement ) $ REDACTED should have been reflected in the balance that day. REDACTED payment ( funds borrowed from my mother ) $ REDACTED portal showed a {$0.00} balance after this payment ; the REDACTED_DATE fee was not included -- -which was NOT obvious to me or my mother, and we discovered this in REDACTED when we call Comenity to find out why I was still being charged interest fees, and late fees. REDACTED of latefee ( refund ) $ REDACTED the original fee was erroneously omitted from the balance, but they would not credit REDACTED despite all evidence that I paid the full amount in good faith on REDACTED . We paid again online-see transaction log REDACTED_DATE REDACTED while speaking with the rep to MAKE SURE IT WAS posted on no more fees would be placed on the account. REDACTED closed ( securemessage ) Confirmation that the account was terminated at my request. REDACTED REDACTED REDACTED interest and fee assessments on a closed, REDACTED balance account $ REDACTED + $ REDACTED Charges generated on a balance that no longer existed. REDACTED total fees incurred {$190.00} Includes the REDACTED fee and subsequent interestoninterest charges that should never have arisen. REDACTED total interest incurred $ REDACTED rationale as above. Why These Charges Are Unlawful Failure to Reflect Posted Fees in the Current Balance The agreement requires any fee posted on a given date to be included in the balance shown to the cardholder at that moment. The REDACTED latefee was omitted from the balance displayed on REDACTED_DATE , leading me to believe the account was truly paid in full. Charging Interest on a Nonexistent Balance Once the balance was ( supposedly ) REDACTED , no further finance charges may accrue. Yet statements for REDACTED and REDACTED show interest calculated on the very fee that should have been credited, effectively charging interest on interest. This contravenes the REDACTED provisions of the agreement and the statutory prohibition against finance charges on a REDACTED balance account. Continuing to Assess Fees After Account Closure The account was officially closed on REDACTED_DATE . Any postclosure assessment is impermissible unless a residual balance remains, which, by definition, did not. Violation of the Fair Credit Billing Act ( FCBA ) Under the FCBA, a creditor must promptly correct billing errors once notified. Despite my timely payment and the subsequent credit of the latefee, Comenity has persisted in generating additional charges, thereby breaching its statutory obligations.",0.9909
2026-04-06,Credit card,General-purpose credit card or charge card,Problem with a purchase shown on your statement,Credit card company isn't resolving a dispute about a purchase on your statement,[No Narrative],,JPMORGAN CHASE & CO.,MI,48188,,,Web,2026-04-06,Closed with explanation,True,N/A,20980712,[No Narrative],0.0
2026-04-08,Checking or savings account,Checking account,Managing an account,Problem using a debit or ATM card,[No Narrative],,TD BANK US HOLDING COMPANY,MA,02186,,,Web,2026-04-08,Closed with monetary relief,True,N/A,21059081,[No Narrative],0.0
2026-05-13,Credit card,General-purpose credit card or charge card,Fees or interest,Charged too much interest,[No Narrative],,JPMORGAN CHASE & CO.,CA,94107,,,Web,2026-05-13,Closed with explanation,True,N/A,22174790,[No Narrative],0.0
